Forma	Frecuencia	Frec. norm.
siento	31536	64.01
Educación	31504	63.95
exposición	31502	63.95
Partido	31446	63.83
velocidad	31408	63.75
fuente	31405	63.75
búsqueda	31404	63.75
logró	31402	63.74
situaciones	31391	63.72
voluntad	31367	63.67
naturales	31355	63.65
alumnos	31350	63.64
recuerda	31343	63.62
simple	31341	63.62
hermana	31341	63.62
tantos	31332	63.6
autores	31313	63.56
presión	31303	63.54
gusto	31285	63.5
administración	31213	63.36
escuchar	31187	63.31
convertido	31151	63.23
décadas	31146	63.22
2008	31104	63.14
juicio	31103	63.14
gesto	31073	63.07
Policía	31015	62.96
dando	31003	62.93
similar	30967	62.86
alcanzar	30935	62.79
escrito	30870	62.66
solamente	30845	62.61
referencia	30841	62.6
aquello	30816	62.55
Francisco	30797	62.51
desarrollar	30780	62.48
recibió	30769	62.46
exterior	30754	62.43
laboral	30743	62.4
2000	30709	62.34
periodo	30685	62.29
Buenos	30678	62.27
23	30592	62.1
llegada	30587	62.09
Unión	30554	62.02
ambas	30546	62.0
jornada	30537	61.99
materiales	30536	61.98
Hace	30521	61.95
investigadores	30521	61.95
mil	30454	61.82
venta	30439	61.79
2006	30426	61.76
jueves	30417	61.74
sale	30392	61.69
señora	30386	61.68
China	30382	61.67
buenos	30352	61.61
planeta	30347	61.6
iniciativa	30317	61.54
completo	30314	61.53
debajo	30310	61.53
frío	30301	61.51
anteriores	30281	61.47
leche	30266	61.44
pensamiento	30205	61.31
feliz	30192	61.29
tratar	30182	61.27
París	30141	61.18
promedio	30110	61.12
intención	30110	61.12
madera	30097	61.09
tarea	30093	61.09
lectura	30073	61.04
diferencias	30055	61.01
debate	30053	61.0
victoria	29994	60.88
2010	29983	60.86
habitantes	29983	60.86
secretario	29953	60.8
Sobre	29910	60.71
representa	29899	60.69
vi	29898	60.69
opción	29888	60.67
ritmo	29884	60.66
colores	29848	60.59
régimen	29817	60.52
estará	29778	60.45
Estas	29763	60.42
plaza	29753	60.39
sonrisa	29726	60.34
conmigo	29720	60.33
detalles	29704	60.3
pocas	29691	60.27
pudiera	29658	60.2
60	29641	60.17
siguen	29623	60.13
tono	29592	60.07
Pablo	29592	60.07
sexual	29586	60.06
fines	29582	60.05
principalmente	29577	60.04
asegura	29576	60.04
segundos	29515	59.91
tomó	29506	59.89
pobreza	29413	59.7
fui	29402	59.68
anunció	29375	59.63
2005	29371	59.62
banda	29368	59.61
ganas	29354	59.58
2003	29326	59.53
presentó	29302	59.48
alma	29271	59.42
pérdida	29249	59.37
electoral	29246	59.37
veinte	29235	59.34
actitud	29222	59.32
conflicto	29218	59.31
simplemente	29188	59.25
clientes	29179	59.23
iban	29173	59.22
pantalla	29156	59.18
establecer	29135	59.14
prácticas	29104	59.08
trabajando	29065	59.0
entrevista	29054	58.98
organismo	29053	58.97
siente	29037	58.94
propias	29033	58.93
consecuencias	29026	58.92
puertas	29023	58.91
cuadro	28991	58.85
expertos	28953	58.77
2007	28947	58.76
martes	28937	58.74
encontró	28928	58.72
fenómeno	28923	58.71
evento	28884	58.63
intervención	28872	58.61
Asimismo	28868	58.6
posibles	28849	58.56
requiere	28846	58.55
operación	28829	58.52
propósito	28825	58.51
agregó	28816	58.49
historias	28781	58.42
generar	28770	58.4
2004	28757	58.37
Tú	28720	58.3
comercial	28720	58.3
global	28712	58.28
conoce	28702	58.26
peligro	28698	58.25
miércoles	28685	58.23
oro	28609	58.07
caer	28571	58.0
dieron	28567	57.99
instante	28565	57.98
movimientos	28563	57.98
Otro	28556	57.96
virus	28522	57.9
nota	28522	57.9
Constitución	28515	57.88
supone	28505	57.86
calor	28505	57.86
culturales	28488	57.83
cuál	28479	57.81
ventana	28460	57.77
buenas	28457	57.76
inmediato	28416	57.68
reconocimiento	28415	57.68
verde	28410	57.67
entrega	28399	57.65
superficie	28378	57.6
jugador	28366	57.58
líneas	28355	57.56
francés	28323	57.49
sexo	28316	57.48
recordar	28315	57.48
afirma	28313	57.47
muertos	28309	57.46
PP	28306	57.46
piensa	28304	57.45
abrir	28261	57.37
vecinos	28236	57.32
actualidad	28212	57.27
sacar	28211	57.26
mantiene	28178	57.2
Tal	28177	57.2
conversación	28175	57.19
isla	28162	57.17
evolución	28127	57.09
fotos	28119	57.08
2001	28107	57.05
Tierra	28098	57.04
departamento	28090	57.02
tuvieron	28078	56.99
planta	28069	56.98
comportamiento	28060	56.96
páginas	28033	56.9
2002	27993	56.82
Dos	27990	56.82
construir	27980	56.8
pueblos	27960	56.76
Nada	27911	56.66
actualmente	27889	56.61
quizás	27875	56.58
oposición	27857	56.55
piernas	27847	56.53
curso	27841	56.51
baño	27829	56.49
crítica	27794	56.42
reducir	27784	56.4
argentino	27781	56.39
seres	27777	56.38
importa	27756	56.34
beneficios	27736	56.3
treinta	27734	56.3
ayudar	27721	56.27
tendencia	27700	56.23
cerebro	27697	56.22
oferta	27678	56.18
armas	27667	56.16
técnicas	27651	56.13
terminar	27649	56.12
respondió	27592	56.01
grave	27590	56.0
terreno	27580	55.98
juez	27563	55.95
frecuencia	27509	55.84
noticia	27489	55.8
cámara	27482	55.78
Real	27474	55.77
Presidente	27473	55.77
planes	27454	55.73
pequeñas	27450	55.72
espalda	27434	55.69
David	27426	55.67
quedado	27414	55.65
Ha	27402	55.62
mirar	27384	55.59
unidad	27293	55.4
Banco	27259	55.33
empezar	27245	55.3
presentación	27232	55.28
Alemania	27215	55.24
realizó	27212	55.24
brazo	27202	55.22
fase	27196	55.2
distribución	27194	55.2
hermanos	27179	55.17
Estoy	27156	55.12
diálogo	27150	55.11
utilizar	27147	55.1
comprar	27135	55.08
categoría	27115	55.04
veo	27080	54.97
objetos	27069	54.95
modelos	27068	54.94
ocurrió	27067	54.94
vivo	27026	54.86
incremento	27020	54.85
disco	27017	54.84
dormir	27009	54.82
militares	26985	54.78
reciente	26977	54.76
nombres	26950	54.7
interesante	26913	54.63
abrió	26906	54.62
propuestas	26851	54.5
premio	26838	54.48
sabemos	26818	54.44
propiedad	26813	54.43
provincia	26778	54.36
chica	26743	54.28
tradicional	26719	54.24
aun	26706	54.21
radio	26705	54.21
Gran	26689	54.17
buscando	26679	54.15
abierto	26621	54.04
acaba	26613	54.02
ausencia	26603	54.0
Ana	26596	53.99
pensando	26595	53.98
aguas	26556	53.9
podían	26483	53.76
usar	26483	53.76
Allí	26475	53.74
indica	26474	53.74
cualquiera	26459	53.71
Algunos	26457	53.7
Ciudad	26450	53.69
colegio	26424	53.64
suma	26396	53.58
pago	26389	53.57
leyes	26353	53.49
2009	26314	53.41
teoría	26307	53.4
saben	26272	53.33
ataque	26271	53.33
quieres	26233	53.25
ven	26227	53.24
Tiene	26186	53.15
terminó	26180	53.14
seguía	26175	53.13
viento	26134	53.05
Estaba	26109	53.0
esperanza	26108	53.0
totalmente	26103	52.99
tendría	26090	52.96
página	26039	52.86
llegaron	26017	52.81
pasando	26016	52.81
células	26011	52.8
mínimo	25983	52.74
labor	25953	52.68
tantas	25915	52.6
tales	25895	52.56
histórico	25883	52.54
animal	25875	52.52
documento	25875	52.52
suele	25866	52.5
haga	25847	52.47
participar	25837	52.45
alguno	25803	52.38
sonido	25773	52.32
contó	25761	52.29
perspectiva	25746	52.26
debemos	25708	52.18
niñas	25665	52.1
culpa	25644	52.05
agentes	25611	51.99
triunfo	25596	51.96
ustedes	25578	51.92
quiso	25545	51.85
cuentas	25512	51.79
término	25507	51.78
cadena	25505	51.77
logrado	25502	51.77
fondos	25489	51.74
parecer	25476	51.71
miró	25472	51.7
musical	25464	51.69
oficina	25398	51.55
canción	25389	51.54
piezas	25374	51.51
frase	25326	51.41
error	25296	51.35
noches	25296	51.35
sede	25289	51.33
tasa	25266	51.29
experiencias	25265	51.28
civil	25247	51.25
2011	25243	51.24
comentó	25242	51.24
pareció	25228	51.21
físico	25222	51.2
juegos	25222	51.2
candidato	25218	51.19
misión	25213	51.18
carga	25201	51.15
belleza	25185	51.12
dedos	25139	51.03
cuello	25132	51.01
funcionarios	25119	50.99
hacerse	25115	50.98
abierta	25101	50.95
implica	25092	50.93
2012	25054	50.86
Puerto	25046	50.84
tradición	25042	50.83
espíritu	25028	50.8
Julio	25022	50.79
trataba	25017	50.78
26	25009	50.76
actor	25007	50.76
28	25000	50.75
27	24995	50.74
caída	24986	50.72
estudiar	24984	50.71
web	24981	50.71
torneo	24974	50.69
oportunidades	24963	50.67
Otra	24961	50.67
científico	24954	50.65
Copa	24941	50.63
mexicano	24938	50.62
manejo	24925	50.59
azul	24918	50.58
serio	24906	50.56
cita	24904	50.55
entidad	24871	50.48
negocios	24863	50.47
digital	24850	50.44
normas	24832	50.41
mirando	24828	50.4
realiza	24820	50.38
transporte	24774	50.29
hogar	24744	50.23
aprender	24739	50.22
convirtió	24709	50.16
pobre	24659	50.05
Latina	24658	50.05
Claro	24617	49.97
económicos	24602	49.94
Quién	24600	49.93
Tenía	24577	49.89
presentar	24555	49.84
dicha	24458	49.65
encontraba	24445	49.62
contrato	24424	49.58
tanta	24415	49.56
cuerpos	24391	49.51
original	24389	49.51
comienza	24380	49.49
llamar	24379	49.49
llamó	24366	49.46
evidente	24361	49.45
cien	24347	49.42
llevado	24251	49.23
representación	24235	49.19
ganó	24232	49.19
foto	24229	49.18
inteligencia	24228	49.18
Tengo	24189	49.1
Italia	24189	49.1
Central	24186	49.09
regiones	24182	49.09
pensó	24165	49.05
He	24165	49.05
periodista	24160	49.04
B	24160	49.04
circunstancias	24149	49.02
sorpresa	24124	48.97
mercados	24108	48.94
presentan	24106	48.93
moda	24070	48.86
morir	24050	48.82
constante	24047	48.81
reducción	24039	48.8
elección	24038	48.79
comercio	24037	48.79
Casa	24008	48.73
completamente	23979	48.67
bienes	23972	48.66
altos	23951	48.62
Del	23947	48.61
árboles	23877	48.47
querido	23870	48.45
clara	23869	48.45
piedra	23853	48.42
80	23851	48.41
gobiernos	23848	48.41
dudas	23840	48.39
pasada	23836	48.38
influencia	23835	48.38
vaya	23831	48.37
llena	23827	48.36
prácticamente	23821	48.35
Asociación	23816	48.34
investigaciones	23798	48.31
abre	23764	48.24
canciones	23747	48.2
creer	23726	48.16
espectáculo	23701	48.11
privado	23687	48.08
móvil	23682	48.07
labios	23665	48.04
pecho	23659	48.02
tuve	23651	48.01
funcionamiento	23635	47.98
pensaba	23629	47.96
of	23610	47.92
quedan	23585	47.87
encontrado	23574	47.85
vieja	23570	47.84
poeta	23542	47.79
deuda	23542	47.79
compra	23529	47.76
daño	23523	47.75
Nadie	23506	47.71
Solo	23503	47.71
rojo	23489	47.68
Justicia	23488	47.68
Social	23484	47.67
vuelto	23482	47.66
costo	23461	47.62
queremos	23437	47.57
tengan	23408	47.51
P	23356	47.41
aceite	23345	47.39
noticias	23340	47.38
Liga	23322	47.34
refiere	23310	47.32
maestro	23304	47.3
adultos	23282	47.26
esfuerzos	23270	47.23
pobres	23261	47.22
gasto	23254	47.2
presupuesto	23247	47.19
porcentaje	23235	47.16
deporte	23180	47.05
permiten	23175	47.04
ingreso	23170	47.03
quedaba	23153	47.0
venir	23152	46.99
firma	23145	46.98
empieza	23144	46.98
Ecuador	23136	46.96
esperaba	23126	46.94
blanca	23116	46.92
sirve	23105	46.9
dificultades	23101	46.89
podrán	23085	46.86
unidades	23056	46.8
reconocer	23041	46.77
recibido	23039	46.77
venía	23017	46.72
lleno	23005	46.7
recorrido	22994	46.67
abuela	22988	46.66
corto	22987	46.66
científica	22960	46.6
200	22955	46.59
próximos	22951	46.59
convertirse	22879	46.44
llevan	22833	46.35
cifra	22832	46.34
viven	22818	46.32
parecen	22815	46.31
temperatura	22814	46.31
estrategias	22784	46.25
EN	22742	46.16
actuación	22726	46.13
publicado	22724	46.13
próxima	22711	46.1
cuento	22710	46.1
escala	22678	46.03
herramientas	22665	46.01
estrellas	22661	46.0
esperando	22657	45.99
múltiples	22648	45.97
evidencia	22647	45.97
representantes	22628	45.93
comunicado	22628	45.93
directa	22577	45.83
añadió	22575	45.82
tío	22571	45.82
indígenas	22561	45.79
murió	22547	45.77
resolver	22539	45.75
Estamos	22522	45.72
causas	22499	45.67
Javier	22486	45.64
verdadero	22479	45.63
ciertos	22473	45.62
método	22473	45.62
autoridad	22471	45.61
permanente	22470	45.61
evaluación	22448	45.57
Desarrollo	22430	45.53
presentes	22428	45.52
cifras	22422	45.51
Seguridad	22395	45.46
gol	22394	45.46
sucede	22384	45.44
opciones	22372	45.41
olor	22359	45.38
hablaba	22327	45.32
suyo	22321	45.31
aprendizaje	22320	45.31
recuperación	22309	45.28
hojas	22299	45.26
universidad	22287	45.24
ganado	22280	45.22
explicar	22265	45.19
tecnologías	22230	45.12
hice	22215	45.09
intento	22214	45.09
azúcar	22202	45.07
responsables	22181	45.02
I	22174	45.01
vivienda	22169	45.0
disposición	22162	44.98
mecanismos	22153	44.97
pasaba	22119	44.9
comprender	22116	44.89
banco	22107	44.87
adolescentes	22095	44.85
masa	22081	44.82
elemento	22075	44.81
colaboración	22074	44.81
secreto	22068	44.79
70	22050	44.76
aproximadamente	22044	44.75
volumen	22044	44.75
ruido	22043	44.74
venido	22043	44.74
actos	22042	44.74
costa	22035	44.73
vacío	22023	44.7
playa	22015	44.69
Ejecutivo	21996	44.65
lluvia	21982	44.62
riesgos	21941	44.54
pieza	21933	44.52
moral	21916	44.49
titular	21903	44.46
Tampoco	21901	44.45
extraño	21900	44.45
llegan	21884	44.42
hubiese	21873	44.4
documentos	21870	44.39
pretende	21866	44.38
capítulo	21857	44.37
producir	21850	44.35
universo	21841	44.33
probablemente	21833	44.32
sintió	21830	44.31
límites	21814	44.28
alcohol	21806	44.26
mezcla	21802	44.25
hacían	21793	44.24
C	21787	44.22
establece	21786	44.22
acá	21781	44.21
vale	21777	44.2
fuertes	21763	44.17
Daniel	21747	44.14
minuto	21735	44.12
pedir	21734	44.12
Alberto	21715	44.08
Jesús	21711	44.07
continuación	21708	44.06
disfrutar	21708	44.06
continuar	21691	44.03
ojo	21687	44.02
puesta	21674	43.99
resistencia	21660	43.97
puestos	21650	43.95
Finalmente	21650	43.95
negra	21631	43.91
declaraciones	21627	43.9
poesía	21626	43.9
conocimientos	21583	43.81
legal	21570	43.78
flores	21561	43.76
vidas	21541	43.72
habitual	21522	43.69
auto	21521	43.68
Rafael	21519	43.68
teniendo	21515	43.67
trabaja	21508	43.66
duro	21499	43.64
ocurrido	21483	43.61
chico	21468	43.58
Vamos	21455	43.55
Costa	21446	43.53
alcalde	21443	43.53
2015	21433	43.5
corrupción	21406	43.45
Cámara	21405	43.45
mío	21366	43.37
entidades	21361	43.36
directo	21347	43.33
expresó	21347	43.33
parque	21322	43.28
ninguno	21319	43.27
síntomas	21316	43.27
tareas	21286	43.21
siguió	21281	43.2
tierras	21270	43.17
caja	21270	43.17
ciclo	21263	43.16
capaces	21239	43.11
operaciones	21239	43.11
infantil	21221	43.07
amenaza	21200	43.03
mostró	21197	43.03
estuviera	21194	43.02
resolución	21193	43.02
preocupación	21185	43.0
víctima	21185	43.0
pandemia	21184	43.0
sombra	21165	42.96
generales	21150	42.93
Bolivia	21118	42.87
considerar	21112	42.85
contenidos	21098	42.82
genera	21094	42.82
diciendo	21077	42.78
perdió	21063	42.75
amiga	21056	42.74
entró	21034	42.69
paredes	21018	42.66
Corte	20994	42.61
alegría	20990	42.61
hará	20981	42.59
oficiales	20979	42.58
empleados	20975	42.58
XX	20954	42.53
Teatro	20949	42.52
plata	20944	42.51
organismos	20942	42.51
Diego	20897	42.42
corresponde	20895	42.41
hambre	20891	42.4
dijeron	20887	42.4
destacó	20883	42.39
periodistas	20882	42.39
complejo	20862	42.35
privada	20857	42.34
consiste	20854	42.33
ciertas	20840	42.3
pared	20816	42.25
Uruguay	20801	42.22
vestido	20799	42.22
ventaja	20795	42.21
garantizar	20790	42.2
Museo	20786	42.19
pintura	20783	42.19
matrimonio	20766	42.15
eeh	20761	42.14
diagnóstico	20737	42.09
Andrés	20733	42.08
productores	20732	42.08
inicial	20717	42.05
definitiva	20705	42.03
plano	20703	42.02
doce	20702	42.02
vienen	20700	42.02
recuperar	20699	42.01
factor	20687	41.99
depende	20672	41.96
necesaria	20654	41.92
perro	20615	41.84
instrumentos	20615	41.84
convierte	20606	41.83
compartir	20595	41.8
2014	20594	41.8
oído	20594	41.8
muestran	20593	41.8
voces	20592	41.8
textos	20584	41.78
amplia	20579	41.77
Incluso	20578	41.77
restaurante	20573	41.76
infancia	20561	41.73
pan	20543	41.7
chicos	20530	41.67
cuanto	20513	41.64
Roberto	20487	41.58
suelen	20486	41.58
29	20476	41.56
quince	20471	41.55
potencial	20464	41.54
regional	20459	41.53
Alejandro	20453	41.52
hago	20450	41.51
municipio	20447	41.5
ideal	20446	41.5
aumentar	20430	41.47
declaró	20414	41.44
destaca	20414	41.44
miembro	20399	41.41
observar	20397	41.4
cierre	20395	41.4
p	20386	41.38
económicas	20372	41.35
personales	20370	41.35
relato	20355	41.32
ofrecer	20346	41.3
cuentan	20341	41.29
abuelo	20319	41.24
decidido	20299	41.2
medicamentos	20288	41.18
votos	20287	41.18
Plan	20264	41.13
antiguo	20250	41.1
salvo	20242	41.09
nació	20233	41.07
quedar	20220	41.04
accidente	20220	41.04
Gracias	20197	41.0
protagonista	20194	40.99
rey	20193	40.99
Ahí	20190	40.98
internet	20159	40.92
completa	20157	40.91
tradicionales	20131	40.86
fueran	20123	40.85
nación	20098	40.79
R	20093	40.78
motivos	20086	40.77
revolución	20078	40.75
parecido	20073	40.74
Tribunal	20060	40.72
responder	20059	40.72
jardín	20052	40.7
salón	20041	40.68
diversidad	20032	40.66
individuos	20030	40.66
aparición	20028	40.65
seguido	20016	40.63
estén	20011	40.62
31	20003	40.6
figuras	20003	40.6
formar	20001	40.6
gustaría	19994	40.58
hayan	19987	40.57
90	19980	40.56
breve	19964	40.52
Ante	19962	40.52
alcance	19952	40.5
di	19928	40.45
Don	19928	40.45
escribió	19917	40.43
actuales	19909	40.41
estaría	19909	40.41
fotografía	19908	40.41
Fundación	19903	40.4
discusión	19872	40.34
2013	19861	40.31
sitios	19856	40.3
dientes	19842	40.28
iglesia	19818	40.23
conservación	19813	40.22
deberá	19794	40.18
escuelas	19786	40.16
supo	19769	40.13
constituye	19766	40.12
actuar	19750	40.09
permitió	19749	40.09
dejando	19729	40.05
sueños	19718	40.02
vehículo	19717	40.02
Soy	19702	39.99
analizar	19690	39.97
John	19687	39.96
pensé	19678	39.94
pleno	19678	39.94
os	19628	39.84
Algo	19600	39.78
números	19591	39.77
alimentación	19584	39.75
fe	19583	39.75
partida	19579	39.74
conocida	19575	39.73
registro	19548	39.68
silla	19526	39.63
mostrar	19515	39.61
35	19514	39.61
extremo	19514	39.61
bar	19494	39.57
Londres	19488	39.56
compañero	19471	39.52
corriente	19469	39.52
cárcel	19433	39.44
reglas	19422	39.42
cuarenta	19413	39.4
observa	19405	39.39
Puede	19397	39.37
periódico	19396	39.37
probable	19394	39.37
luces	19392	39.36
distinto	19391	39.36
esquina	19385	39.35
vehículos	19382	39.34
abogado	19379	39.34
estadio	19379	39.34
regreso	19370	39.32
pasión	19370	39.32
profesores	19360	39.3
clima	19360	39.3
pedido	19358	39.29
detalle	19341	39.26
identificar	19332	39.24
espejo	19316	39.21
acceder	19315	39.21
gas	19315	39.21
viendo	19307	39.19
continúa	19293	39.16
cartas	19285	39.14
mental	19281	39.14
Grupo	19240	39.05
intentar	19234	39.04
comisión	19231	39.03
prevención	19215	39.0
placer	19212	39.0
Eduardo	19203	38.98
amplio	19157	38.88
presentado	19153	38.88
habló	19150	38.87
regresar	19147	38.86
participantes	19145	38.86
cayó	19144	38.86
estados	19143	38.86
EE	19138	38.85
vos	19133	38.84
1999	19132	38.83
gastos	19121	38.81
2016	19114	38.8
cantante	19114	38.8
verdadera	19106	38.78
humanidad	19091	38.75
similares	19088	38.74
reconoce	19080	38.73
comienzo	19062	38.69
mensajes	19062	38.69
controlar	19056	38.68
Cultura	19056	38.68
determinar	19056	38.68
elegir	19056	38.68
líderes	19049	38.67
cambiado	19044	38.66
concentración	19034	38.63
seguramente	19018	38.6
artículos	19018	38.6
Mario	19017	38.6
pude	19012	38.59
sal	19012	38.59
entra	19004	38.57
margen	18996	38.56
carretera	18945	38.45
comunes	18939	38.44
plataforma	18938	38.44
estrella	18937	38.44
manifestó	18924	38.41
plena	18923	38.41
crédito	18923	38.41
cuestiones	18916	38.4
aparecen	18900	38.36
responde	18895	38.35
apareció	18884	38.33
afecta	18883	38.33
gustaba	18845	38.25
ruta	18840	38.24
asuntos	18817	38.19
Ricardo	18807	38.17
turismo	18805	38.17
Bogotá	18804	38.17
menudo	18798	38.16
fuese	18793	38.15
vemos	18789	38.14
criterios	18786	38.13
colectivo	18782	38.12
alemán	18779	38.12
rápidamente	18778	38.12
darse	18749	38.06
